"subscription_id","customer_id","plan_id","status","billing_cycle","start_date","end_date","mrr_usd","discount_pct","trial_end_date","cancellation_reason","created_at"
961,630,1,"expired","monthly","2023-10-16","2024-05-25",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
962,630,4,"expired","monthly","2024-05-25","2024-10-02",39.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
963,630,4,"cancelled","monthly","2024-10-02","2024-02-05",39.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
964,631,3,"expired","monthly","2023-04-06","2023-06-17",19.00,0.00,"2023-04-20","Missing features","2026-04-24 22:09:13.186774"
965,631,1,"active","monthly","2023-06-17",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
966,632,2,"active","monthly","2025-04-06",NULL,12.00,0.00,"2025-04-20",NULL,"2026-04-24 22:09:13.186774"
967,633,5,"cancelled","monthly","2023-06-14","2023-09-24",59.00,0.00,"2023-06-28",NULL,"2026-04-24 22:09:13.186774"
968,633,2,"active","annual","2023-09-24",NULL,8.00,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
969,634,4,"cancelled","monthly","2024-09-13","2024-12-11",39.00,0.00,"2024-09-27",NULL,"2026-04-24 22:09:13.186774"
970,635,1,"active","annual","2023-10-14",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
971,636,2,"active","monthly","2024-02-15",NULL,12.00,0.00,"2024-02-29",NULL,"2026-04-24 22:09:13.186774"
972,637,1,"cancelled","monthly","2024-10-21","2025-09-23",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
973,638,1,"active","annual","2024-10-19",NULL,0.00,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
974,639,1,"cancelled","monthly","2024-04-10","2024-09-07",0.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
975,640,1,"expired","annual","2025-09-02","2025-11-01",0.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
976,640,1,"active","monthly","2025-11-01",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
977,641,1,"cancelled","monthly","2023-02-25","2023-07-24",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
978,641,3,"cancelled","monthly","2023-07-24","2024-01-09",19.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
979,641,1,"cancelled","annual","2024-01-09","2025-01-20",0.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
980,642,5,"active","monthly","2024-12-10",NULL,59.00,0.00,"2024-12-24",NULL,"2026-04-24 22:09:13.186774"
981,643,5,"cancelled","annual","2025-07-07","2025-10-15",49.17,0.00,"2025-07-21","Company reorganization","2026-04-24 22:09:13.186774"
982,643,6,"cancelled","monthly","2025-10-15","2025-12-14",84.15,15.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
983,643,5,"active","monthly","2025-12-14",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
984,644,2,"active","monthly","2023-07-15",NULL,12.00,0.00,"2023-07-29",NULL,"2026-04-24 22:09:13.186774"
985,645,1,"cancelled","annual","2025-04-28","2025-10-24",0.00,25.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
986,645,2,"active","monthly","2025-10-24",NULL,12.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
987,646,2,"cancelled","monthly","2025-08-18","2025-10-24",12.00,0.00,"2025-09-01","Budget cuts","2026-04-24 22:09:13.186774"
988,646,3,"active","annual","2025-10-24",NULL,15.83,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
989,647,2,"expired","annual","2023-08-05","2024-05-01",10.00,0.00,"2023-08-19","Too expensive","2026-04-24 22:09:13.186774"
990,647,2,"expired","annual","2024-05-01","2024-12-19",10.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
991,647,5,"active","monthly","2024-12-19",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
992,648,2,"active","monthly","2025-06-19",NULL,12.00,0.00,"2025-07-03",NULL,"2026-04-24 22:09:13.186774"
993,649,5,"active","monthly","2023-06-24",NULL,59.00,0.00,"2023-07-08",NULL,"2026-04-24 22:09:13.186774"
994,650,3,"active","annual","2023-11-22",NULL,15.83,0.00,"2023-12-06",NULL,"2026-04-24 22:09:13.186774"
995,651,2,"cancelled","annual","2024-07-10","2025-05-21",10.00,0.00,"2024-07-24","Missing features","2026-04-24 22:09:13.186774"
996,651,3,"active","annual","2025-05-21",NULL,15.83,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
997,652,3,"expired","annual","2025-04-06","2025-06-11",15.83,0.00,"2025-04-20","Not using it","2026-04-24 22:09:13.186774"
998,652,3,"active","annual","2025-06-11",NULL,15.83,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
999,653,1,"active","annual","2023-10-17",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1000,654,3,"expired","monthly","2024-04-06","2025-03-24",14.25,25.00,"2024-04-20","Budget cuts","2026-04-24 22:09:13.186774"
1001,654,6,"expired","monthly","2025-03-24","2025-08-25",99.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1002,654,4,"active","monthly","2025-08-25",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1003,655,3,"expired","monthly","2024-06-18","2025-01-29",19.00,0.00,"2024-07-02","Missing features","2026-04-24 22:09:13.186774"
1004,655,7,"active","monthly","2025-01-29",NULL,199.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1005,656,1,"active","annual","2023-03-27",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1006,657,2,"cancelled","annual","2025-08-02","2025-10-21",8.50,15.00,"2025-08-16","Switched competitor","2026-04-24 22:09:13.186774"
1007,657,4,"cancelled","annual","2025-10-21","2025-09-17",29.25,10.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1008,658,1,"expired","monthly","2024-03-09","2024-09-18",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1009,658,5,"active","monthly","2024-09-18",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1010,659,3,"expired","monthly","2023-09-17","2024-04-05",19.00,0.00,"2023-10-01",NULL,"2026-04-24 22:09:13.186774"
1011,659,5,"active","monthly","2024-04-05",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1012,660,2,"active","monthly","2023-08-07",NULL,12.00,0.00,"2023-08-21",NULL,"2026-04-24 22:09:13.186774"
1013,661,4,"expired","annual","2024-10-23","2025-05-23",29.25,10.00,"2024-11-06","Too expensive","2026-04-24 22:09:13.186774"
1014,661,7,"active","monthly","2025-05-23",NULL,179.10,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1015,662,1,"cancelled","monthly","2024-08-13","2024-09-25",0.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1016,663,5,"cancelled","annual","2024-02-14","2024-11-13",49.17,0.00,"2024-02-28","Not using it","2026-04-24 22:09:13.186774"
1017,664,3,"active","monthly","2023-11-27",NULL,19.00,0.00,"2023-12-11",NULL,"2026-04-24 22:09:13.186774"
1018,665,2,"cancelled","monthly","2023-12-04","2024-11-24",12.00,0.00,"2023-12-18","Missing features","2026-04-24 22:09:13.186774"
1019,665,6,"active","monthly","2024-11-24",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1020,666,4,"expired","annual","2024-11-15","2025-02-14",32.50,0.00,"2024-11-29",NULL,"2026-04-24 22:09:13.186774"
1021,666,5,"cancelled","monthly","2025-02-14","2025-07-07",59.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1022,667,2,"cancelled","monthly","2024-04-24","2024-07-18",12.00,0.00,"2024-05-08","Missing features","2026-04-24 22:09:13.186774"
1023,667,1,"active","annual","2024-07-18",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1024,668,2,"expired","monthly","2023-08-13","2024-06-10",10.20,15.00,"2023-08-27","Missing features","2026-04-24 22:09:13.186774"
1025,668,5,"expired","annual","2024-06-10","2024-11-19",49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1026,668,4,"active","annual","2024-11-19",NULL,32.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1027,669,1,"cancelled","monthly","2023-09-04","2024-09-25",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1028,670,1,"cancelled","monthly","2024-01-14","2025-06-30",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1029,671,2,"expired","monthly","2023-08-13","2023-11-16",12.00,0.00,"2023-08-27","Budget cuts","2026-04-24 22:09:13.186774"
1030,671,1,"expired","monthly","2023-11-16","2024-10-06",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1031,671,2,"cancelled","monthly","2024-10-06","2023-11-06",12.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1032,672,2,"active","monthly","2023-06-25",NULL,12.00,0.00,"2023-07-09",NULL,"2026-04-24 22:09:13.186774"
1033,673,5,"active","monthly","2023-12-07",NULL,53.10,10.00,"2023-12-21",NULL,"2026-04-24 22:09:13.186774"
1034,674,2,"cancelled","monthly","2024-04-28","2024-06-10",12.00,0.00,"2024-05-12","Missing features","2026-04-24 22:09:13.186774"
1035,675,2,"active","annual","2024-07-12",NULL,10.00,0.00,"2024-07-26",NULL,"2026-04-24 22:09:13.186774"
1036,676,1,"cancelled","annual","2023-01-22","2024-11-19",0.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1037,677,5,"active","monthly","2024-04-05",NULL,59.00,0.00,"2024-04-19",NULL,"2026-04-24 22:09:13.186774"
1038,678,3,"active","annual","2025-05-04",NULL,13.46,15.00,"2025-05-18",NULL,"2026-04-24 22:09:13.186774"
1039,679,2,"expired","monthly","2023-01-16","2023-07-05",12.00,0.00,"2023-01-30","Switched competitor","2026-04-24 22:09:13.186774"
1040,679,2,"cancelled","monthly","2023-07-05","2024-05-19",12.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1041,679,4,"active","monthly","2024-05-19",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1042,680,2,"active","monthly","2024-05-29",NULL,12.00,0.00,"2024-06-12",NULL,"2026-04-24 22:09:13.186774"
1043,681,1,"active","annual","2024-10-14",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1044,682,3,"cancelled","monthly","2023-11-05","2024-05-26",16.15,15.00,"2023-11-19","Missing features","2026-04-24 22:09:13.186774"
1045,682,6,"active","monthly","2024-05-26",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1046,683,1,"expired","annual","2024-04-17","2025-02-27",0.00,25.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1047,683,5,"cancelled","annual","2025-02-27","2025-07-25",44.25,10.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1048,684,2,"active","monthly","2025-05-15",NULL,12.00,0.00,"2025-05-29",NULL,"2026-04-24 22:09:13.186774"
1049,685,3,"active","annual","2024-08-21",NULL,15.83,0.00,"2024-09-04",NULL,"2026-04-24 22:09:13.186774"
1050,686,1,"active","annual","2023-11-15",NULL,0.00,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1051,687,1,"expired","monthly","2024-03-30","2024-09-02",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1052,687,3,"cancelled","monthly","2024-09-02","2025-05-09",17.10,10.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1053,687,6,"active","annual","2025-05-09",NULL,82.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1054,688,1,"active","monthly","2023-05-30",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1055,689,1,"expired","monthly","2024-11-14","2025-06-27",0.00,10.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1056,689,1,"active","monthly","2025-06-27",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1057,690,4,"expired","monthly","2023-12-30","2024-06-01",39.00,0.00,"2024-01-13","Company reorganization","2026-04-24 22:09:13.186774"
1058,690,3,"active","annual","2024-06-01",NULL,12.67,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1059,691,4,"expired","annual","2024-11-02","2025-02-15",32.50,0.00,"2024-11-16","Not using it","2026-04-24 22:09:13.186774"
1060,691,5,"cancelled","annual","2025-02-15","2025-08-13",49.17,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1061,692,6,"cancelled","annual","2024-08-12","2025-07-31",82.50,0.00,"2024-08-26","Company reorganization","2026-04-24 22:09:13.186774"
1062,692,1,"active","monthly","2025-07-31",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1063,693,1,"cancelled","monthly","2024-11-12","2025-09-01",0.00,0.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1064,694,1,"active","monthly","2024-01-19",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1065,695,6,"expired","annual","2023-06-15","2023-12-27",82.50,0.00,"2023-06-29","Company reorganization","2026-04-24 22:09:13.186774"
1066,695,4,"active","monthly","2023-12-27",NULL,31.20,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1067,696,4,"cancelled","monthly","2023-03-15","2023-06-19",39.00,0.00,"2023-03-29","Company reorganization","2026-04-24 22:09:13.186774"
1068,696,2,"cancelled","annual","2023-06-19","2023-09-28",10.00,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1069,696,4,"active","annual","2023-09-28",NULL,32.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1070,697,2,"cancelled","annual","2023-05-11","2024-02-16",10.00,0.00,"2023-05-25","Not using it","2026-04-24 22:09:13.186774"
1071,697,7,"active","monthly","2024-02-16",NULL,149.25,25.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1072,698,5,"active","annual","2023-03-18",NULL,49.17,0.00,"2023-04-01",NULL,"2026-04-24 22:09:13.186774"
1073,699,1,"cancelled","annual","2025-02-22","2025-06-11",0.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1074,700,5,"active","annual","2023-03-14",NULL,49.17,0.00,"2023-03-28",NULL,"2026-04-24 22:09:13.186774"
1075,701,5,"expired","monthly","2023-02-26","2023-07-14",59.00,0.00,"2023-03-12","Switched competitor","2026-04-24 22:09:13.186774"
1076,701,5,"cancelled","annual","2023-07-14","2024-01-26",49.17,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1077,702,1,"active","monthly","2023-04-29",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1743,1135,1,"cancelled","monthly","2025-05-02","2025-03-19",0.00,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1078,703,1,"cancelled","monthly","2025-04-01","2025-09-17",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1079,704,4,"expired","monthly","2024-02-12","2024-04-19",39.00,0.00,"2024-02-26","Too expensive","2026-04-24 22:09:13.186774"
1080,704,6,"active","monthly","2024-04-19",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1081,705,3,"cancelled","monthly","2023-10-27","2024-02-17",15.20,20.00,"2023-11-10","Not using it","2026-04-24 22:09:13.186774"
1082,705,5,"active","monthly","2024-02-17",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1083,706,1,"paused","annual","2025-01-12",NULL,0.00,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1084,707,3,"expired","monthly","2023-03-28","2023-11-26",17.10,10.00,"2023-04-11","Not using it","2026-04-24 22:09:13.186774"
1085,707,2,"cancelled","annual","2023-11-26","2024-12-13",10.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1086,708,4,"active","annual","2025-02-11",NULL,29.25,10.00,"2025-02-25",NULL,"2026-04-24 22:09:13.186774"
1087,709,3,"expired","annual","2025-08-12","2025-10-14",15.83,0.00,"2025-08-26","Missing features","2026-04-24 22:09:13.186774"
1088,709,3,"active","monthly","2025-10-14",NULL,19.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1089,710,3,"paused","monthly","2023-01-16",NULL,19.00,0.00,"2023-01-30",NULL,"2026-04-24 22:09:13.186774"
1090,711,3,"expired","monthly","2025-04-09","2025-10-17",14.25,25.00,"2025-04-23",NULL,"2026-04-24 22:09:13.186774"
1091,711,4,"active","monthly","2025-10-17",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1092,712,6,"active","monthly","2024-07-18",NULL,99.00,0.00,"2024-08-01",NULL,"2026-04-24 22:09:13.186774"
1093,713,4,"expired","annual","2025-05-31","2025-10-03",32.50,0.00,"2025-06-14","Budget cuts","2026-04-24 22:09:13.186774"
1094,713,4,"active","monthly","2025-10-03",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1095,714,2,"active","monthly","2023-03-21",NULL,10.20,15.00,"2023-04-04",NULL,"2026-04-24 22:09:13.186774"
1096,715,2,"expired","monthly","2025-09-23","2025-11-22",12.00,0.00,"2025-10-07","Missing features","2026-04-24 22:09:13.186774"
1097,715,2,"cancelled","monthly","2025-11-22","2026-01-21",12.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1098,715,5,"active","annual","2026-01-21",NULL,49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1099,716,5,"cancelled","annual","2024-01-23","2024-12-16",49.17,0.00,"2024-02-06","Too expensive","2026-04-24 22:09:13.186774"
1100,716,4,"active","monthly","2024-12-16",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1101,717,5,"active","monthly","2024-06-24",NULL,59.00,0.00,"2024-07-08",NULL,"2026-04-24 22:09:13.186774"
1102,718,4,"cancelled","annual","2025-09-22","2025-11-22",32.50,0.00,"2025-10-06","Switched competitor","2026-04-24 22:09:13.186774"
1103,718,6,"cancelled","annual","2025-11-22","2025-10-24",82.50,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1104,719,2,"active","monthly","2023-09-08",NULL,12.00,0.00,"2023-09-22",NULL,"2026-04-24 22:09:13.186774"
1105,720,1,"active","monthly","2025-06-21",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1106,721,2,"expired","monthly","2023-06-20","2024-03-13",12.00,0.00,"2023-07-04","Switched competitor","2026-04-24 22:09:13.186774"
1107,721,7,"active","monthly","2024-03-13",NULL,199.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1108,722,1,"expired","monthly","2023-04-21","2023-10-04",0.00,20.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1109,722,4,"active","annual","2023-10-04",NULL,32.50,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1110,723,4,"cancelled","annual","2024-08-26","2025-01-11",32.50,0.00,"2024-09-09","Not using it","2026-04-24 22:09:13.186774"
1111,723,5,"expired","annual","2025-01-11","2025-08-30",49.17,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1112,723,6,"paused","monthly","2025-08-30",NULL,99.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1113,724,2,"expired","annual","2025-03-02","2025-09-03",8.50,15.00,"2025-03-16",NULL,"2026-04-24 22:09:13.186774"
1114,724,5,"cancelled","monthly","2025-09-03","2025-07-25",59.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1115,725,1,"active","annual","2023-10-12",NULL,0.00,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1116,726,2,"expired","monthly","2024-07-19","2024-11-01",12.00,0.00,"2024-08-02","Too expensive","2026-04-24 22:09:13.186774"
1117,726,5,"active","monthly","2024-11-01",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1118,727,1,"active","annual","2024-08-07",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1119,728,2,"expired","monthly","2025-04-02","2025-09-18",10.20,15.00,"2025-04-16","Company reorganization","2026-04-24 22:09:13.186774"
1120,728,6,"cancelled","monthly","2025-09-18","2025-11-18",99.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1121,728,5,"cancelled","annual","2025-11-18","2025-10-03",39.33,20.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1122,729,3,"active","monthly","2025-06-17",NULL,19.00,0.00,"2025-07-01",NULL,"2026-04-24 22:09:13.186774"
1123,730,5,"expired","monthly","2025-05-27","2025-09-04",53.10,10.00,"2025-06-10","Missing features","2026-04-24 22:09:13.186774"
1124,730,2,"active","monthly","2025-09-04",NULL,12.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1125,731,4,"expired","annual","2025-06-15","2025-09-19",32.50,0.00,"2025-06-29",NULL,"2026-04-24 22:09:13.186774"
1126,731,7,"active","monthly","2025-09-19",NULL,199.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1127,732,1,"active","monthly","2024-02-12",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1128,733,6,"expired","monthly","2025-03-01","2025-09-24",84.15,15.00,"2025-03-15","Too expensive","2026-04-24 22:09:13.186774"
1129,733,2,"active","monthly","2025-09-24",NULL,10.80,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1130,734,5,"active","annual","2023-01-22",NULL,36.88,25.00,"2023-02-05",NULL,"2026-04-24 22:09:13.186774"
1131,735,2,"active","annual","2025-01-05",NULL,10.00,0.00,"2025-01-19",NULL,"2026-04-24 22:09:13.186774"
1132,736,3,"cancelled","monthly","2023-08-24","2023-12-19",15.20,20.00,"2023-09-07","Missing features","2026-04-24 22:09:13.186774"
1133,736,2,"expired","annual","2023-12-19","2024-10-09",10.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1134,736,5,"active","monthly","2024-10-09",NULL,59.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1135,737,1,"cancelled","annual","2025-01-30","2025-05-22",0.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1136,737,7,"paused","annual","2025-05-22",NULL,165.83,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1137,738,2,"active","monthly","2024-04-14",NULL,12.00,0.00,"2024-04-28",NULL,"2026-04-24 22:09:13.186774"
1138,739,2,"active","annual","2023-01-18",NULL,10.00,0.00,"2023-02-01",NULL,"2026-04-24 22:09:13.186774"
1139,740,4,"cancelled","monthly","2025-04-09","2025-08-17",39.00,0.00,"2025-04-23","Too expensive","2026-04-24 22:09:13.186774"
1140,740,7,"active","monthly","2025-08-17",NULL,199.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1141,741,1,"active","monthly","2023-09-16",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1142,742,4,"cancelled","monthly","2023-11-17","2024-09-27",29.25,25.00,"2023-12-01","Missing features","2026-04-24 22:09:13.186774"
1143,742,4,"active","monthly","2024-09-27",NULL,39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1144,743,2,"cancelled","annual","2025-02-05","2025-04-28",7.50,25.00,"2025-02-19","Too expensive","2026-04-24 22:09:13.186774"
1145,743,1,"cancelled","monthly","2025-04-28","2025-05-22",0.00,0.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1146,744,1,"expired","monthly","2023-05-01","2023-12-27",0.00,15.00,NULL,"Not using it","2026-04-24 22:09:13.186774"
1147,744,6,"active","monthly","2023-12-27",NULL,89.10,10.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1148,745,1,"active","annual","2025-01-02",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1149,746,3,"active","monthly","2024-10-01",NULL,19.00,0.00,"2024-10-15",NULL,"2026-04-24 22:09:13.186774"
1150,747,4,"cancelled","annual","2024-07-28","2025-04-02",32.50,0.00,"2024-08-11",NULL,"2026-04-24 22:09:13.186774"
1151,747,4,"active","monthly","2025-04-02",NULL,33.15,15.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1152,748,2,"expired","monthly","2025-03-01","2025-09-02",12.00,0.00,"2025-03-15",NULL,"2026-04-24 22:09:13.186774"
1153,748,7,"expired","annual","2025-09-02","2025-11-01",165.83,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1154,748,2,"active","annual","2025-11-01",NULL,10.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1155,749,3,"cancelled","annual","2025-09-20","2025-11-19",15.83,0.00,"2025-10-04","Not using it","2026-04-24 22:09:13.186774"
1156,749,5,"cancelled","monthly","2025-11-19","2026-01-18",59.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1157,749,3,"cancelled","monthly","2026-01-18","2025-10-26",19.00,0.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1158,750,1,"active","annual","2023-11-21",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1159,751,1,"expired","annual","2023-07-03","2023-09-17",0.00,25.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1160,751,3,"active","monthly","2023-09-17",NULL,19.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1161,752,4,"cancelled","monthly","2024-02-12","2025-09-04",39.00,0.00,"2024-02-26","Not using it","2026-04-24 22:09:13.186774"
1162,753,2,"active","monthly","2023-02-09",NULL,12.00,0.00,"2023-02-23",NULL,"2026-04-24 22:09:13.186774"
1163,754,1,"active","monthly","2023-10-12",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1164,755,5,"cancelled","monthly","2024-11-14","2025-05-23",59.00,0.00,"2024-11-28","Missing features","2026-04-24 22:09:13.186774"
1165,755,1,"active","monthly","2025-05-23",NULL,0.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1166,756,1,"active","annual","2024-07-28",NULL,0.00,25.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1167,757,3,"expired","monthly","2025-08-23","2025-10-30",14.25,25.00,"2025-09-06","Not using it","2026-04-24 22:09:13.186774"
1168,757,4,"expired","monthly","2025-10-30","2025-12-30",39.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1169,757,5,"active","annual","2025-12-30",NULL,49.17,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1170,758,3,"cancelled","monthly","2025-05-05","2025-09-20",19.00,0.00,"2025-05-19","Not using it","2026-04-24 22:09:13.186774"
1171,758,6,"expired","monthly","2025-09-20","2025-11-19",99.00,0.00,NULL,"Company reorganization","2026-04-24 22:09:13.186774"
1172,758,5,"cancelled","annual","2025-11-19","2025-07-12",49.17,0.00,NULL,"Missing features","2026-04-24 22:09:13.186774"
1173,759,1,"active","monthly","2024-07-04",NULL,0.00,20.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1174,760,1,"expired","annual","2023-09-25","2024-09-22",0.00,15.00,NULL,"Budget cuts","2026-04-24 22:09:13.186774"
1175,760,3,"cancelled","monthly","2024-09-22","2024-01-22",19.00,0.00,NULL,"Switched competitor","2026-04-24 22:09:13.186774"
1176,761,1,"expired","monthly","2025-06-09","2025-10-11",0.00,15.00,NULL,"Too expensive","2026-04-24 22:09:13.186774"
1177,761,2,"active","monthly","2025-10-11",NULL,12.00,0.00,NULL,NULL,"2026-04-24 22:09:13.186774"
1178,762,3,"active","monthly","2024-12-12",NULL,19.00,0.00,"2024-12-26",NULL,"2026-04-24 22:09:13.186774"
